% Model:              surface_mount_package.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 26 2026, 01:45
% Dimension:          3
% Nodes:              4419
% Expressions:        1
% Description:        Temperature
% Length unit:        mm
% X                       Y                        Z                        T (K)
2.5873981640882113        2.745653672608322        -0.8999999999999999      303.52838955555865
2.0996153096877186        3.079417973066044        -0.8999999999999999      303.6646357420381
2.1050000000000004        2.8500000000000005       -0.9                     304.194576945656
2.2738862142744596        3.0933076905460264       -1.15                    303.57960316656767
2.6213425564628223        3.0800644052353814       -1.400000000000001       303.4834435414724
2.6686578752794876        2.698255317234379        -1.1499999999999968      303.51254715588874
2.5543006082502115        2.5129910079348186       -0.9                     303.52507515571267
2.1461610902395605        2.5547104407067223       -1.0111111111111097      303.704133133578
2.1050000000000004        2.6900000000000004       -0.9                     304.1964951580597
2.3252261628836957        2.4636058291534226       -0.9                     303.5916709457302
2.320397883510882         2.729122988006848        -0.9                     303.64766648927304
1.8047089354874812        3.0755815815395744       -0.9                     303.7210840565811
1.9069235812473129        2.945931990283643        -1.1499999999999997      303.73486279796884
1.9124640039773864        3.3262580734511396       -0.9                     303.5890209917456
1.9050000000000002        2.850000000000001        -0.9000000000000002      304.1963227616562
2.503304086294438         2.8303869303715263       -1.4983737244897954      303.51122659379786
2.8407058966235157        3.2459926969016          -1.9                     303.41531519147424
2.8182619634125095        2.458624849776681        -1.4001945096062642      303.46520688349455
2.1306893052356304        2.399125557061942        -0.9                     303.6396422026964
6.4606546372694185        1.4801924807663953       -0.9                     303.18865592570444
6.314592845748852         1.3146780973670076       -1.9                     303.1919054195022
7.472776200826752         0.6115784407491311       -1.9                     303.17233601037105
7.569373740793129         0.7624334048794235       -0.9                     303.1711591360376
8.745763956091974         0.020736498188627106     -0.9                     303.162015153323
8.718152163676347         -0.012867287972214037    -1.8999999999999997      303.16215532377976
10                        -0.7142857142857135      -0.9                     303.15809233271665
10                        -0.7142857142857135      -1.9                     303.15809988663926
2.6188378333744167        3.518381281186029        -1.3693639651928988      303.4404153301305
2.402278007186328         3.5293594358584697       -0.8999999999999999      303.4647351794151
3.18389431815521          4.0705197275557135       -1.9000000000000001      303.3301222087169
4.058499754969336         5                        -1.9                     303.24847099664197
